instant,tanggal,musim,tahun,bulan,jam,libur,hari,hari_kerja,kondisi_cuaca,temp,suhu_terasa,kelembaban,windspeed,pengguna_casual,pengguna_terdaftar,jumlah,periode_hari,kehangatan,tingkat_kelembaban
9331,2012-01-29,Dingin,2012,Januari,16,tidak,Senin,tidak,Cerah,8.919999999999998,5.997799999999998,0.21,27.999299999999998,54,268,322,Sore,Dingin,Rendah
9332,2012-01-29,Dingin,2012,Januari,17,tidak,Senin,tidak,Cerah,8.919999999999998,5.997799999999998,0.21,27.999299999999998,33,201,234,Sore,Dingin,Rendah
9333,2012-01-29,Dingin,2012,Januari,18,tidak,Senin,tidak,Cerah,7.98,3.998000000000001,0.22999999999999998,23.9994,17,151,168,Sore,Dingin,Rendah
9334,2012-01-29,Dingin,2012,Januari,19,tidak,Senin,tidak,Cerah,7.040000000000001,3.998000000000001,0.29,16.997899999999998,14,145,159,Malam,Dingin,Rendah
9335,2012-01-29,Dingin,2012,Januari,20,tidak,Senin,tidak,Cerah,6.1,3.0014000000000003,0.39,15.001299999999999,13,98,111,Malam,Dingin,Rendah
9336,2012-01-29,Dingin,2012,Januari,21,tidak,Senin,tidak,Cerah,6.1,3.0014000000000003,0.33,19.0012,0,69,69,Malam,Dingin,Rendah
9337,2012-01-29,Dingin,2012,Januari,22,tidak,Senin,tidak,Cerah,7.040000000000001,3.0014000000000003,0.26,26.0027,7,57,64,Malam,Dingin,Rendah
9338,2012-01-29,Dingin,2012,Januari,23,tidak,Senin,tidak,Cerah,6.1,1.9982000000000006,0.33,22.0028,4,21,25,Malam,Dingin,Rendah
9339,2012-01-30,Dingin,2012,Januari,0,tidak,Selasa,ya,Berawan,7.040000000000001,3.0014000000000003,0.26,27.999299999999998,0,10,10,Malam,Dingin,Rendah
9340,2012-01-30,Dingin,2012,Januari,1,tidak,Selasa,ya,Cerah,4.220000000000001,-0.9982000000000006,0.6,23.9994,0,9,9,Malam,Dingin,Sedang
9341,2012-01-30,Dingin,2012,Januari,2,tidak,Selasa,ya,Cerah,3.2799999999999994,-2.0013999999999985,0.48,23.9994,1,6,7,Malam,Dingin,Sedang
9342,2012-01-30,Dingin,2012,Januari,3,tidak,Selasa,ya,Cerah,3.2799999999999994,-0.9982000000000006,0.48,12.998000000000001,0,4,4,Malam,Dingin,Sedang
9343,2012-01-30,Dingin,2012,Januari,4,tidak,Selasa,ya,Cerah,1.4000000000000004,-2.0013999999999985,0.51,8.9981,0,5,5,Malam,Dingin,Sedang
9344,2012-01-30,Dingin,2012,Januari,5,tidak,Selasa,ya,Cerah,1.4000000000000004,-2.0013999999999985,0.51,8.9981,0,26,26,Malam,Dingin,Sedang
9345,2012-01-30,Dingin,2012,Januari,6,tidak,Selasa,ya,Cerah,2.34,-2.0013999999999985,0.44,16.997899999999998,0,80,80,Malam,Dingin,Sedang
9346,2012-01-30,Dingin,2012,Januari,7,tidak,Selasa,ya,Cerah,2.34,-2.0013999999999985,0.44,19.0012,4,221,225,Pagi,Dingin,Sedang
9347,2012-01-30,Dingin,2012,Januari,8,tidak,Selasa,ya,Cerah,1.4000000000000004,-2.9979999999999993,0.4699999999999999,15.001299999999999,12,481,493,Pagi,Dingin,Sedang
9348,2012-01-30,Dingin,2012,Januari,9,tidak,Selasa,ya,Cerah,1.4000000000000004,-2.9979999999999993,0.4699999999999999,15.001299999999999,5,193,198,Pagi,Dingin,Sedang
9349,2012-01-30,Dingin,2012,Januari,10,tidak,Selasa,ya,Cerah,2.34,-2.0013999999999985,0.4099999999999999,19.0012,3,82,85,Pagi,Dingin,Sedang
9350,2012-01-30,Dingin,2012,Januari,11,tidak,Selasa,ya,Cerah,4.220000000000001,1.0015999999999998,0.38,0.0,6,93,99,Pagi,Dingin,Rendah
9351,2012-01-30,Dingin,2012,Januari,12,tidak,Selasa,ya,Cerah,4.220000000000001,-0.9982000000000006,0.35,26.0027,5,129,134,Pagi,Dingin,Rendah
9352,2012-01-30,Dingin,2012,Januari,13,tidak,Selasa,ya,Cerah,6.1,3.0014000000000003,0.31,12.998000000000001,15,117,132,Sore,Dingin,Rendah
9353,2012-01-30,Dingin,2012,Januari,14,tidak,Selasa,ya,Cerah,7.040000000000001,5.997799999999998,0.24,8.9981,15,100,115,Sore,Dingin,Rendah
9354,2012-01-30,Dingin,2012,Januari,15,tidak,Selasa,ya,Cerah,7.040000000000001,5.001199999999997,0.24,12.998000000000001,7,131,138,Sore,Dingin,Rendah
9355,2012-01-30,Dingin,2012,Januari,16,tidak,Selasa,ya,Cerah,7.98,5.997799999999998,0.25,12.998000000000001,11,210,221,Sore,Dingin,Rendah
9356,2012-01-30,Dingin,2012,Januari,17,tidak,Selasa,ya,Cerah,8.919999999999998,7.000999999999998,0.21,12.998000000000001,16,422,438,Sore,Dingin,Rendah
9357,2012-01-30,Dingin,2012,Januari,18,tidak,Selasa,ya,Cerah,7.98,5.997799999999998,0.22999999999999998,11.0014,11,399,410,Sore,Dingin,Rendah
9358,2012-01-30,Dingin,2012,Januari,19,tidak,Selasa,ya,Cerah,6.1,5.001199999999997,0.45000000000000007,7.0015,8,298,306,Malam,Dingin,Sedang
9359,2012-01-30,Dingin,2012,Januari,20,tidak,Selasa,ya,Cerah,6.1,3.998000000000001,0.39,11.0014,2,179,181,Malam,Dingin,Rendah
9360,2012-01-30,Dingin,2012,Januari,21,tidak,Selasa,ya,Cerah,6.1,3.998000000000001,0.42,11.0014,3,159,162,Malam,Dingin,Sedang
9361,2012-01-30,Dingin,2012,Januari,22,tidak,Selasa,ya,Cerah,5.160000000000002,1.9982000000000006,0.48,15.001299999999999,2,92,94,Malam,Dingin,Sedang
9362,2012-01-30,Dingin,2012,Januari,23,tidak,Selasa,ya,Cerah,4.220000000000001,1.0015999999999998,0.6,12.998000000000001,0,52,52,Malam,Dingin,Sedang
9363,2012-01-31,Dingin,2012,Januari,0,tidak,Rabu,ya,Cerah,5.160000000000002,1.9982000000000006,0.52,16.997899999999998,0,15,15,Malam,Dingin,Sedang
9364,2012-01-31,Dingin,2012,Januari,1,tidak,Rabu,ya,Cerah,6.1,1.9982000000000006,0.42,19.999499999999998,1,7,8,Malam,Dingin,Sedang
9365,2012-01-31,Dingin,2012,Januari,2,tidak,Rabu,ya,Cerah,6.1,3.0014000000000003,0.42,15.001299999999999,0,2,2,Malam,Dingin,Sedang
9366,2012-01-31,Dingin,2012,Januari,3,tidak,Rabu,ya,Cerah,6.1,3.0014000000000003,0.45000000000000007,15.001299999999999,0,2,2,Malam,Dingin,Sedang
9367,2012-01-31,Dingin,2012,Januari,4,tidak,Rabu,ya,Cerah,6.1,3.0014000000000003,0.49,12.998000000000001,0,1,1,Malam,Dingin,Sedang
9368,2012-01-31,Dingin,2012,Januari,5,tidak,Rabu,ya,Cerah,6.1,3.0014000000000003,0.49,12.998000000000001,0,22,22,Malam,Dingin,Sedang
9369,2012-01-31,Dingin,2012,Januari,6,tidak,Rabu,ya,Cerah,5.160000000000002,1.9982000000000006,0.52,11.0014,0,104,104,Malam,Dingin,Sedang
9370,2012-01-31,Dingin,2012,Januari,7,tidak,Rabu,ya,Cerah,4.220000000000001,1.0015999999999998,0.6,12.998000000000001,6,273,279,Pagi,Dingin,Sedang
9371,2012-01-31,Dingin,2012,Januari,8,tidak,Rabu,ya,Cerah,4.220000000000001,1.9982000000000006,0.6,7.0015,14,498,512,Pagi,Dingin,Sedang
9372,2012-01-31,Dingin,2012,Januari,9,tidak,Rabu,ya,Cerah,6.1,3.0014000000000003,0.52,12.998000000000001,30,231,261,Pagi,Dingin,Sedang
9373,2012-01-31,Dingin,2012,Januari,10,tidak,Rabu,ya,Berawan,7.040000000000001,5.001199999999997,0.57,12.998000000000001,34,110,144,Pagi,Dingin,Sedang
9374,2012-01-31,Dingin,2012,Januari,11,tidak,Rabu,ya,Cerah,10.8,11.000600000000002,0.37,19.0012,14,125,139,Pagi,Dingin,Rendah
9375,2012-01-31,Dingin,2012,Januari,12,tidak,Rabu,ya,Cerah,10.8,11.000600000000002,0.43,19.999499999999998,13,181,194,Pagi,Dingin,Sedang
9376,2012-01-31,Dingin,2012,Januari,13,tidak,Rabu,ya,Cerah,13.620000000000001,13.997,0.36,15.001299999999999,27,171,198,Sore,Hangat,Rendah
9377,2012-01-31,Dingin,2012,Januari,14,tidak,Rabu,ya,Cerah,15.5,15.9968,0.29,22.0028,18,142,160,Sore,Hangat,Rendah
9378,2012-01-31,Dingin,2012,Januari,15,tidak,Rabu,ya,Cerah,17.380000000000003,18.0032,0.26,30.002599999999997,27,150,177,Sore,Hangat,Rendah
9379,2012-01-31,Dingin,2012,Januari,16,tidak,Rabu,ya,Cerah,17.380000000000003,18.0032,0.26,30.002599999999997,30,277,307,Sore,Hangat,Rendah
9380,2012-01-31,Dingin,2012,Januari,17,tidak,Rabu,ya,Cerah,17.380000000000003,18.0032,0.26,27.999299999999998,41,518,559,Sore,Hangat,Rendah
9381,2012-01-31,Dingin,2012,Januari,18,tidak,Rabu,ya,Cerah,17.380000000000003,18.0032,0.24,23.9994,16,486,502,Sore,Hangat,Rendah
9382,2012-01-31,Dingin,2012,Januari,19,tidak,Rabu,ya,Cerah,15.5,15.9968,0.29,19.0012,22,306,328,Malam,Hangat,Rendah
9383,2012-01-31,Dingin,2012,Januari,20,tidak,Rabu,ya,Cerah,10.8,11.000600000000002,0.58,7.0015,15,223,238,Malam,Dingin,Sedang
9384,2012-01-31,Dingin,2012,Januari,21,tidak,Rabu,ya,Cerah,13.620000000000001,13.997,0.33,19.999499999999998,3,162,165,Malam,Hangat,Rendah
9385,2012-01-31,Dingin,2012,Januari,22,tidak,Rabu,ya,Cerah,12.68,13.000399999999999,0.35,19.999499999999998,11,118,129,Malam,Hangat,Rendah
9386,2012-01-31,Dingin,2012,Januari,23,tidak,Rabu,ya,Cerah,12.68,13.000399999999999,0.38,16.997899999999998,2,61,63,Malam,Hangat,Rendah
9387,2012-02-01,Dingin,2012,Februari,0,tidak,Kamis,ya,Cerah,12.68,13.000399999999999,0.38,19.0012,0,31,31,Malam,Hangat,Rendah
9388,2012-02-01,Dingin,2012,Februari,1,tidak,Kamis,ya,Cerah,12.68,13.000399999999999,0.4099999999999999,19.0012,0,4,4,Malam,Hangat,Sedang
9389,2012-02-01,Dingin,2012,Februari,2,tidak,Kamis,ya,Cerah,12.68,13.000399999999999,0.44,19.0012,1,6,7,Malam,Hangat,Sedang
9390,2012-02-01,Dingin,2012,Februari,3,tidak,Kamis,ya,Cerah,12.68,13.000399999999999,0.44,12.998000000000001,0,3,3,Malam,Hangat,Sedang
9391,2012-02-01,Dingin,2012,Februari,4,tidak,Kamis,ya,Cerah,10.8,11.000600000000002,0.5,11.0014,0,1,1,Malam,Dingin,Sedang
9392,2012-02-01,Dingin,2012,Februari,5,tidak,Kamis,ya,Cerah,10.8,11.000600000000002,0.5,11.0014,0,18,18,Malam,Dingin,Sedang
9393,2012-02-01,Dingin,2012,Februari,6,tidak,Kamis,ya,Hujan Ringan,10.8,11.000600000000002,0.54,11.0014,0,67,67,Malam,Dingin,Sedang
9394,2012-02-01,Dingin,2012,Februari,7,tidak,Kamis,ya,Hujan Ringan,9.86,9.997399999999999,0.62,6.0032,7,201,208,Pagi,Dingin,Sedang
9395,2012-02-01,Dingin,2012,Februari,8,tidak,Kamis,ya,Hujan Ringan,8.919999999999998,7.9975999999999985,0.73,7.0015,15,505,520,Pagi,Dingin,Tinggi
9396,2012-02-01,Dingin,2012,Februari,9,tidak,Kamis,ya,Berawan,8.919999999999998,7.000999999999998,0.71,12.998000000000001,9,267,276,Pagi,Dingin,Tinggi
9397,2012-02-01,Dingin,2012,Februari,10,tidak,Kamis,ya,Cerah,10.8,11.000600000000002,0.62,8.9981,9,124,133,Pagi,Dingin,Sedang
9398,2012-02-01,Dingin,2012,Februari,11,tidak,Kamis,ya,Cerah,10.8,11.000600000000002,0.58,11.0014,27,116,143,Pagi,Dingin,Sedang
9399,2012-02-01,Dingin,2012,Februari,12,tidak,Kamis,ya,Cerah,12.68,13.000399999999999,0.54,7.0015,26,153,179,Pagi,Hangat,Sedang
9400,2012-02-01,Dingin,2012,Februari,13,tidak,Kamis,ya,Cerah,13.620000000000001,13.997,0.4699999999999999,15.001299999999999,12,174,186,Sore,Hangat,Sedang
9401,2012-02-01,Dingin,2012,Februari,14,tidak,Kamis,ya,Cerah,21.14,24.999200000000002,0.33,15.001299999999999,33,159,192,Sore,Panas,Rendah
9402,2012-02-01,Dingin,2012,Februari,15,tidak,Kamis,ya,Cerah,20.2,24.999200000000002,0.35,19.0012,25,169,194,Sore,Panas,Rendah
9403,2012-02-01,Dingin,2012,Februari,16,tidak,Kamis,ya,Cerah,20.2,24.999200000000002,0.4,15.001299999999999,22,261,283,Sore,Panas,Rendah
9404,2012-02-01,Dingin,2012,Februari,17,tidak,Kamis,ya,Cerah,19.259999999999998,20.003,0.43,12.998000000000001,31,508,539,Sore,Panas,Sedang
9405,2012-02-01,Dingin,2012,Februari,18,tidak,Kamis,ya,Cerah,18.320000000000004,18.9998,0.45999999999999996,11.0014,12,514,526,Sore,Hangat,Sedang
9406,2012-02-01,Dingin,2012,Februari,19,tidak,Kamis,ya,Cerah,17.380000000000003,18.0032,0.52,19.0012,20,315,335,Malam,Hangat,Sedang
9407,2012-02-01,Dingin,2012,Februari,20,tidak,Kamis,ya,Cerah,16.44,17.0,0.52,11.0014,10,254,264,Malam,Hangat,Sedang
9408,2012-02-01,Dingin,2012,Februari,21,tidak,Kamis,ya,Cerah,16.44,17.0,0.52,11.0014,16,217,233,Malam,Hangat,Sedang
9409,2012-02-01,Dingin,2012,Februari,22,tidak,Kamis,ya,Cerah,15.5,15.9968,0.55,12.998000000000001,7,133,140,Malam,Hangat,Sedang
9410,2012-02-01,Dingin,2012,Februari,23,tidak,Kamis,ya,Cerah,13.620000000000001,13.997,0.63,6.0032,22,75,97,Malam,Hangat,Sedang
9411,2012-02-02,Dingin,2012,Februari,0,tidak,Jumat,ya,Cerah,13.620000000000001,13.997,0.59,8.9981,7,24,31,Malam,Hangat,Sedang
9412,2012-02-02,Dingin,2012,Februari,1,tidak,Jumat,ya,Berawan,13.620000000000001,13.997,0.55,0.0,3,14,17,Malam,Hangat,Sedang
9413,2012-02-02,Dingin,2012,Februari,2,tidak,Jumat,ya,Berawan,11.739999999999998,11.997200000000003,0.67,8.9981,2,7,9,Malam,Dingin,Sedang
9414,2012-02-02,Dingin,2012,Februari,3,tidak,Jumat,ya,Berawan,11.739999999999998,11.997200000000003,0.67,8.9981,0,2,2,Malam,Dingin,Sedang
9415,2012-02-02,Dingin,2012,Februari,4,tidak,Jumat,ya,Hujan Ringan,10.8,11.000600000000002,0.8199999999999998,6.0032,0,1,1,Malam,Dingin,Tinggi
9416,2012-02-02,Dingin,2012,Februari,5,tidak,Jumat,ya,Hujan Ringan,10.8,11.000600000000002,0.8199999999999998,0.0,0,19,19,Malam,Dingin,Tinggi
9417,2012-02-02,Dingin,2012,Februari,6,tidak,Jumat,ya,Hujan Ringan,8.919999999999998,9.000800000000002,0.9000000000000001,0.0,1,73,74,Malam,Dingin,Tinggi
9418,2012-02-02,Dingin,2012,Februari,7,tidak,Jumat,ya,Hujan Ringan,8.919999999999998,9.000800000000002,0.93,0.0,4,201,205,Pagi,Dingin,Tinggi
9419,2012-02-02,Dingin,2012,Februari,8,tidak,Jumat,ya,Hujan Ringan,10.8,11.000600000000002,0.8699999999999999,0.0,9,436,445,Pagi,Dingin,Tinggi
9420,2012-02-02,Dingin,2012,Februari,9,tidak,Jumat,ya,Hujan Ringan,9.86,9.997399999999999,0.8699999999999999,0.0,15,213,228,Pagi,Dingin,Tinggi
9421,2012-02-02,Dingin,2012,Februari,10,tidak,Jumat,ya,Hujan Ringan,11.739999999999998,11.997200000000003,0.77,7.0015,6,72,78,Pagi,Dingin,Tinggi
9422,2012-02-02,Dingin,2012,Februari,11,tidak,Jumat,ya,Hujan Ringan,10.8,11.000600000000002,0.8199999999999998,16.997899999999998,6,99,105,Pagi,Dingin,Tinggi
9423,2012-02-02,Dingin,2012,Februari,12,tidak,Jumat,ya,Cerah,11.739999999999998,11.997200000000003,0.8199999999999998,0.0,8,140,148,Pagi,Dingin,Tinggi
9424,2012-02-02,Dingin,2012,Februari,13,tidak,Jumat,ya,Berawan,11.739999999999998,11.997200000000003,0.77,0.0,13,124,137,Sore,Dingin,Tinggi
9425,2012-02-02,Dingin,2012,Februari,14,tidak,Jumat,ya,Cerah,10.8,11.000600000000002,0.76,7.0015,12,129,141,Sore,Dingin,Tinggi
9426,2012-02-02,Dingin,2012,Februari,15,tidak,Jumat,ya,Cerah,13.620000000000001,13.997,0.67,11.0014,24,150,174,Sore,Hangat,Sedang
9427,2012-02-02,Dingin,2012,Februari,16,tidak,Jumat,ya,Cerah,13.620000000000001,13.997,0.55,19.0012,18,211,229,Sore,Hangat,Sedang
9428,2012-02-02,Dingin,2012,Februari,17,tidak,Jumat,ya,Cerah,11.739999999999998,11.997200000000003,0.54,32.9975,13,437,450,Sore,Dingin,Sedang
9429,2012-02-02,Dingin,2012,Februari,18,tidak,Jumat,ya,Cerah,10.8,11.000600000000002,0.43,31.0009,17,393,410,Sore,Dingin,Sedang
9430,2012-02-02,Dingin,2012,Februari,19,tidak,Jumat,ya,Cerah,9.86,9.997399999999999,0.43,35.0008,16,311,327,Malam,Dingin,Sedang
9431,2012-02-02,Dingin,2012,Februari,20,tidak,Jumat,ya,Cerah,8.919999999999998,5.001199999999997,0.45999999999999996,35.0008,9,204,213,Malam,Dingin,Sedang
9432,2012-02-02,Dingin,2012,Februari,21,tidak,Jumat,ya,Cerah,7.98,3.998000000000001,0.45999999999999996,27.999299999999998,4,144,148,Malam,Dingin,Sedang
9433,2012-02-02,Dingin,2012,Februari,22,tidak,Jumat,ya,Cerah,7.040000000000001,3.0014000000000003,0.49,27.999299999999998,3,106,109,Malam,Dingin,Sedang
9434,2012-02-02,Dingin,2012,Februari,23,tidak,Jumat,ya,Cerah,7.040000000000001,3.998000000000001,0.49,16.997899999999998,0,61,61,Malam,Dingin,Sedang
9435,2012-02-03,Dingin,2012,Februari,0,tidak,Sabtu,ya,Cerah,7.040000000000001,3.0014000000000003,0.53,26.0027,1,37,38,Malam,Dingin,Sedang
9436,2012-02-03,Dingin,2012,Februari,1,tidak,Sabtu,ya,Cerah,6.1,1.9982000000000006,0.56,22.0028,3,19,22,Malam,Dingin,Sedang
9437,2012-02-03,Dingin,2012,Februari,2,tidak,Sabtu,ya,Cerah,6.1,3.0014000000000003,0.52,15.001299999999999,0,6,6,Malam,Dingin,Sedang
9438,2012-02-03,Dingin,2012,Februari,3,tidak,Sabtu,ya,Cerah,5.160000000000002,1.0015999999999998,0.56,19.999499999999998,0,4,4,Malam,Dingin,Sedang
9439,2012-02-03,Dingin,2012,Februari,4,tidak,Sabtu,ya,Cerah,4.220000000000001,1.0015999999999998,0.6,15.001299999999999,0,2,2,Malam,Dingin,Sedang
9440,2012-02-03,Dingin,2012,Februari,5,tidak,Sabtu,ya,Cerah,4.220000000000001,1.0015999999999998,0.6,15.001299999999999,0,17,17,Malam,Dingin,Sedang
9441,2012-02-03,Dingin,2012,Februari,6,tidak,Sabtu,ya,Cerah,3.2799999999999994,-0.0015999999999998238,0.65,11.0014,0,88,88,Malam,Dingin,Sedang
9442,2012-02-03,Dingin,2012,Februari,7,tidak,Sabtu,ya,Cerah,3.2799999999999994,-0.9982000000000006,0.65,15.001299999999999,10,216,226,Pagi,Dingin,Sedang
9443,2012-02-03,Dingin,2012,Februari,8,tidak,Sabtu,ya,Cerah,3.2799999999999994,-0.9982000000000006,0.65,15.001299999999999,12,429,441,Pagi,Dingin,Sedang
9444,2012-02-03,Dingin,2012,Februari,9,tidak,Sabtu,ya,Cerah,3.2799999999999994,-0.9982000000000006,0.65,12.998000000000001,18,252,270,Pagi,Dingin,Sedang
9445,2012-02-03,Dingin,2012,Februari,10,tidak,Sabtu,ya,Cerah,5.160000000000002,1.0015999999999998,0.56,19.0012,15,114,129,Pagi,Dingin,Sedang
9446,2012-02-03,Dingin,2012,Februari,11,tidak,Sabtu,ya,Cerah,7.040000000000001,3.998000000000001,0.53,19.999499999999998,15,149,164,Pagi,Dingin,Sedang
9447,2012-02-03,Dingin,2012,Februari,12,tidak,Sabtu,ya,Cerah,7.98,5.997799999999998,0.45999999999999996,8.9981,25,191,216,Pagi,Dingin,Sedang
9448,2012-02-03,Dingin,2012,Februari,13,tidak,Sabtu,ya,Cerah,8.919999999999998,7.9975999999999985,0.45999999999999996,0.0,25,173,198,Sore,Dingin,Sedang
9449,2012-02-03,Dingin,2012,Februari,14,tidak,Sabtu,ya,Cerah,8.919999999999998,7.000999999999998,0.45999999999999996,15.001299999999999,22,148,170,Sore,Dingin,Sedang
9450,2012-02-03,Dingin,2012,Februari,15,tidak,Sabtu,ya,Cerah,9.86,9.997399999999999,0.4,0.0,48,168,216,Sore,Dingin,Rendah
9451,2012-02-03,Dingin,2012,Februari,16,tidak,Sabtu,ya,Cerah,10.8,11.000600000000002,0.37,7.0015,36,275,311,Sore,Dingin,Rendah
9452,2012-02-03,Dingin,2012,Februari,17,tidak,Sabtu,ya,Cerah,10.8,11.000600000000002,0.37,6.0032,30,458,488,Sore,Dingin,Rendah
9453,2012-02-03,Dingin,2012,Februari,18,tidak,Sabtu,ya,Cerah,9.86,9.997399999999999,0.4,8.9981,17,368,385,Sore,Dingin,Rendah
9454,2012-02-03,Dingin,2012,Februari,19,tidak,Sabtu,ya,Cerah,7.98,7.000999999999998,0.49,7.0015,11,256,267,Malam,Dingin,Sedang
9455,2012-02-03,Dingin,2012,Februari,20,tidak,Sabtu,ya,Cerah,7.98,7.000999999999998,0.49,7.0015,8,155,163,Malam,Dingin,Sedang
9456,2012-02-03,Dingin,2012,Februari,21,tidak,Sabtu,ya,Cerah,7.98,7.000999999999998,0.49,7.0015,8,126,134,Malam,Dingin,Sedang
9457,2012-02-03,Dingin,2012,Februari,22,tidak,Sabtu,ya,Cerah,7.98,7.000999999999998,0.49,7.0015,3,116,119,Malam,Dingin,Sedang
9458,2012-02-03,Dingin,2012,Februari,23,tidak,Sabtu,ya,Cerah,4.220000000000001,1.9982000000000006,0.7,7.0015,3,74,77,Malam,Dingin,Sedang
9459,2012-02-04,Dingin,2012,Februari,0,tidak,Minggu,tidak,Cerah,4.220000000000001,1.9982000000000006,0.7,7.0015,10,76,86,Malam,Dingin,Sedang
9460,2012-02-04,Dingin,2012,Februari,1,tidak,Minggu,tidak,Cerah,4.220000000000001,1.9982000000000006,0.7,7.0015,0,43,43,Malam,Dingin,Sedang
9461,2012-02-04,Dingin,2012,Februari,2,tidak,Minggu,tidak,Cerah,3.2799999999999994,1.0015999999999998,0.7,6.0032,6,38,44,Malam,Dingin,Sedang
9462,2012-02-04,Dingin,2012,Februari,3,tidak,Minggu,tidak,Cerah,3.2799999999999994,3.0014000000000003,0.75,0.0,1,17,18,Malam,Dingin,Tinggi
9463,2012-02-04,Dingin,2012,Februari,4,tidak,Minggu,tidak,Cerah,3.2799999999999994,1.0015999999999998,0.8100000000000002,6.0032,1,5,6,Malam,Dingin,Tinggi
9464,2012-02-04,Dingin,2012,Februari,5,tidak,Minggu,tidak,Cerah,3.2799999999999994,1.0015999999999998,0.8100000000000002,6.0032,1,3,4,Malam,Dingin,Tinggi
9465,2012-02-04,Dingin,2012,Februari,6,tidak,Minggu,tidak,Cerah,2.34,-0.9982000000000006,0.8699999999999999,8.9981,1,4,5,Malam,Dingin,Tinggi
9466,2012-02-04,Dingin,2012,Februari,7,tidak,Minggu,tidak,Berawan,3.2799999999999994,-0.0015999999999998238,0.8699999999999999,8.9981,1,27,28,Pagi,Dingin,Tinggi
9467,2012-02-04,Dingin,2012,Februari,8,tidak,Minggu,tidak,Cerah,3.2799999999999994,3.0014000000000003,0.8699999999999999,0.0,4,86,90,Pagi,Dingin,Tinggi
9468,2012-02-04,Dingin,2012,Februari,9,tidak,Minggu,tidak,Cerah,3.2799999999999994,-0.0015999999999998238,0.8100000000000002,8.9981,16,141,157,Pagi,Dingin,Tinggi
9469,2012-02-04,Dingin,2012,Februari,10,tidak,Minggu,tidak,Cerah,3.2799999999999994,1.0015999999999998,0.8699999999999999,7.0015,31,193,224,Pagi,Dingin,Tinggi
9470,2012-02-04,Dingin,2012,Februari,11,tidak,Minggu,tidak,Cerah,6.1,5.997799999999998,0.7,0.0,46,224,270,Pagi,Dingin,Sedang
9471,2012-02-04,Dingin,2012,Februari,12,tidak,Minggu,tidak,Berawan,6.1,5.001199999999997,0.7,6.0032,40,260,300,Pagi,Dingin,Sedang
9472,2012-02-04,Dingin,2012,Februari,13,tidak,Minggu,tidak,Berawan,6.1,3.0014000000000003,0.7,12.998000000000001,58,244,302,Sore,Dingin,Sedang
9473,2012-02-04,Dingin,2012,Februari,14,tidak,Minggu,tidak,Berawan,7.040000000000001,3.998000000000001,0.66,15.001299999999999,47,229,276,Sore,Dingin,Sedang
9474,2012-02-04,Dingin,2012,Februari,15,tidak,Minggu,tidak,Berawan,7.040000000000001,3.998000000000001,0.66,15.001299999999999,61,244,305,Sore,Dingin,Sedang
9475,2012-02-04,Dingin,2012,Februari,16,tidak,Minggu,tidak,Berawan,7.98,5.997799999999998,0.61,11.0014,20,123,143,Sore,Dingin,Sedang
9476,2012-02-04,Dingin,2012,Februari,17,tidak,Minggu,tidak,Hujan Ringan,6.1,3.0014000000000003,0.7,12.998000000000001,13,54,67,Sore,Dingin,Sedang
9477,2012-02-04,Dingin,2012,Februari,18,tidak,Minggu,tidak,Hujan Ringan,5.160000000000002,1.9982000000000006,0.75,11.0014,6,58,64,Sore,Dingin,Tinggi
9478,2012-02-04,Dingin,2012,Februari,19,tidak,Minggu,tidak,Hujan Ringan,4.220000000000001,1.9982000000000006,0.8699999999999999,8.9981,5,75,80,Malam,Dingin,Tinggi
9479,2012-02-04,Dingin,2012,Februari,20,tidak,Minggu,tidak,Hujan Ringan,3.2799999999999994,-0.9982000000000006,0.93,12.998000000000001,4,73,77,Malam,Dingin,Tinggi
9480,2012-02-04,Dingin,2012,Februari,21,tidak,Minggu,tidak,Hujan Ringan,3.2799999999999994,-0.0015999999999998238,0.93,8.9981,4,74,78,Malam,Dingin,Tinggi
9481,2012-02-04,Dingin,2012,Februari,22,tidak,Minggu,tidak,Berawan,3.2799999999999994,1.0015999999999998,0.8699999999999999,6.0032,4,91,95,Malam,Dingin,Tinggi
9482,2012-02-04,Dingin,2012,Februari,23,tidak,Minggu,tidak,Berawan,3.2799999999999994,-0.0015999999999998238,0.8699999999999999,8.9981,4,66,70,Malam,Dingin,Tinggi
9483,2012-02-05,Dingin,2012,Februari,0,tidak,Senin,tidak,Berawan,3.2799999999999994,-0.0015999999999998238,0.8699999999999999,8.9981,3,58,61,Malam,Dingin,Tinggi
9484,2012-02-05,Dingin,2012,Februari,1,tidak,Senin,tidak,Berawan,3.2799999999999994,1.0015999999999998,0.93,7.0015,5,46,51,Malam,Dingin,Tinggi
9485,2012-02-05,Dingin,2012,Februari,2,tidak,Senin,tidak,Berawan,3.2799999999999994,1.0015999999999998,0.93,7.0015,4,59,63,Malam,Dingin,Tinggi
9486,2012-02-05,Dingin,2012,Februari,3,tidak,Senin,tidak,Hujan Ringan,3.2799999999999994,1.0015999999999998,0.8699999999999999,6.0032,4,13,17,Malam,Dingin,Tinggi
9487,2012-02-05,Dingin,2012,Februari,4,tidak,Senin,tidak,Berawan,3.2799999999999994,-0.0015999999999998238,0.8699999999999999,8.9981,0,9,9,Malam,Dingin,Tinggi
